name,year,vote_average,page_url,image_url,genres,director,actors,description
Istanbullu Gelin,2017.0,7.4,https://www.themoviedb.org/tv/70798,https://image.tmdb.org/t/p/w500/alVrRNxDGOlULYdXgnOpPrVP7KL.jpg,"Drama, Family, Comedy",Gülseren Budayıcıoğlu,"Aslı Enver, Özcan Deniz, Salih Bademci, Dilara Aksüyek, İpek Bilgin",Faruk is the owner of a bus company and the leader of a powerful family in Bursa which is a metropol in Turkey. Faruk meets a violonist girl and falls in love with her. But the dominant mother of Faruk isn't happy with her son's relationship.
Death Note,2015.0,7.397,https://www.themoviedb.org/tv/63648,https://image.tmdb.org/t/p/w500/4hA8qcsmwgVpSCRmDGeW3WsCxol.jpg,"Crime, Drama",Not specified,"Masataka Kubota, Kento Yamazaki, Mio Yuki, Hinako Sano, Reiko Fujiwara","Light Yagami is an ordinary university student. One day, he receives a ""Death Note"", which changes his life. The Death Note awakens his warped sense of justice and genius. He becomes murderer Kira and punishes criminals. L is a well known private detective. L appears in front of Light Yagami. L defines Kira as evil and decides to catch Kira. Then N, who has a beautiful appearance but dangerous existence, appears."
Blue Lights,2023.0,7.396,https://www.themoviedb.org/tv/218344,https://image.tmdb.org/t/p/w500/7sBx40gwTCSiZ9NI8WWARjQq1hm.jpg,"Crime, Drama","Declan Lawn, Adam Patterson","Sian Brooke, Katherine Devlin, Nathan Braniff, Martin McCann, Joanne Crawford","Follows rookie police officers working in Belfast, a city in which being a frontline response cop comes with unique pressures and dangers."
Sex and the City,1998.0,7.395,https://www.themoviedb.org/tv/105,https://image.tmdb.org/t/p/w500/jfLp8gTfdi9d8onEFJ60kp1Bl1e.jpg,"Comedy, Drama",Darren Star,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis","Based on the bestselling book by Candace Bushnell, Sex and the City tells the story of four best friends, all single and in their late thirties, as they pursue their careers and talk about their sex lives, all while trying to survive the New York social scene. "
A Series of Unfortunate Events,2017.0,7.395,https://www.themoviedb.org/tv/65294,https://image.tmdb.org/t/p/w500/qg7WXAatXyQq6zO3SnWnRJEayeZ.jpg,"Action & Adventure, Family, Comedy, Mystery","Barry Sonnenfeld, Daniel Handler","Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes, K. Todd Freeman","The orphaned Baudelaire children face trials, tribulations and the evil Count Olaf, all in their quest to uncover the secret of their parents' death."
Slayers,1995.0,7.391,https://www.themoviedb.org/tv/26318,https://image.tmdb.org/t/p/w500/qoKUaJVQBYtEXYJebksIA8dwGdD.jpg,"Action & Adventure, Sci-Fi & Fantasy, Animation","Hajime Kanzaka, Rui Araizumi","Megumi Hayashibara, Yasunori Matsumoto, Masami Suzuki, Hikaru Midorikawa, Akira Ishida","Follows the exploits of the young sorceress Lina Inverse, whose life revolves around food, treasure, and fighting. After stealing treasure from a group of bandits, Lina is accosted by stragglers during her journey to the next town. She's not in any real danger, but a dim-witted but good-natured swordsman named Gourry Gabriev springs to her rescue anyways. The two team up, and head to Atlas City, fighting foes they encounter on the way. Unbeknownst to them, two mysterious figures are hot on their tail, and they are especially interested in the “treasure” Lina and Gourry have stolen."
The Righteous Gemstones,2019.0,7.39,https://www.themoviedb.org/tv/82782,https://image.tmdb.org/t/p/w500/bKb54fgtMrS54VMMl8KdDIFlG3g.jpg,"Comedy, Drama",Danny McBride,"Danny McBride, Adam Devine, Edi Patterson, Cassidy Freeman, Tim Baltz","The story of a world-famous televangelist family with a history of deviance, greed and, yes, charitable work, all in the name of Jesus."
The Pretender,1996.0,7.388,https://www.themoviedb.org/tv/1706,https://image.tmdb.org/t/p/w500/76q5tPOPQkQYIuZu2SG6viZcp2b.jpg,"Drama, Mystery, Sci-Fi & Fantasy","Steven Long Mitchell, Craig W. Van Sickle","Michael T. Weiss, Andrea Parker, Patrick Bauchau, Jon Gries","Raised in a secret facility built for experimenting on children, Jarod is a genius who can master any profession and become anyone he has to be. When he realizes as an adult that he's actually a prisoner and his captors are not as benevolent as he's been told, he breaks out. While trying to find his real identity, Jarod helps those he encounters and tries to avoid the woman sent to retrieve him."
Will Trent,2023.0,7.387,https://www.themoviedb.org/tv/208569,https://image.tmdb.org/t/p/w500/iWIlaaQw9owfjKvc9HpbHdgBqsq.jpg,"Crime, Drama, Comedy","Daniel T. Thomsen, Liz Heldens",Ramón Rodríguez,"Special Agent Will Trent was abandoned at birth and endured a harsh coming-of-age in Atlanta's overwhelmed foster care system. Determined to make sure no one feels as he did, he now has the highest clearance rate."
Devil in Disguise: John Wayne Gacy,2025.0,7.383,https://www.themoviedb.org/tv/257534,https://image.tmdb.org/t/p/w500/vsXSxLYsAq0VsjWIMRpQGorjLjh.jpg,"Crime, Drama",Patrick Macmanus,"Michael Chernus, Gabriel Luna, James Badge Dale, Michael Angarano, Chris Sullivan","When a teenager goes missing, it becomes clear that many young men and boys have disappeared at the hands of John Wayne Gacy, the prime suspect."
The Hollow Crown,2012.0,7.382,https://www.themoviedb.org/tv/44037,https://image.tmdb.org/t/p/w500/1Q8m6nI5m66DjnQ5V661anWqpVu.jpg,"Drama, History",Not specified,Not specified,A series of British television films featuring William Shakespeare's History Plays.
Shakugan no Shana,2005.0,7.382,https://www.themoviedb.org/tv/22634,https://image.tmdb.org/t/p/w500/sesXxmmb2TZ9uq6ETIkOQkxK1wV.jpg,"Action & Adventure, Animation, Drama, Sci-Fi & Fantasy, Comedy",Not specified,"Satoshi Hino, Rie Kugimiya, Masashi Ebara, Hitomi Nabatame, Mitsuo Iwata","Murdered by a demonic being, 15-year-old Yuji Sakai has his life force replaced by a flame that dims with each day. When the flame dies, no one will remember he was ever alive. This is how he meets Shana: a warrior with a burning sword, and the will of a god as her guide. The two form a bond as Yuji becomes Shana’s accomplice in her battles to keep the balance between the ordinary world and hers."
Highlander: The Series,1992.0,7.38,https://www.themoviedb.org/tv/4414,https://image.tmdb.org/t/p/w500/rlJzuTbdMAa6jOdpKxxTx8KVN88.jpg,"Sci-Fi & Fantasy, Drama, Action & Adventure",Gregory Widen,"Adrian Paul, Jim Byrnes, Peter Wingfield","Duncan MacLeod cannot die -- he is a 400-year-old immortal, who has seen his share of humanity's history. Still, he risks his life in battle against other immortals and tries to save people from harm."
Once Upon a Time,2011.0,7.379,https://www.themoviedb.org/tv/39272,https://image.tmdb.org/t/p/w500/u95scYysMZvBoekSLmMNJjeqXcY.jpg,"Drama, Sci-Fi & Fantasy","Edward Kitsis, Adam Horowitz","Lana Parrilla, Colin O'Donoghue, Robert Carlyle, Gabrielle Anwar, Dania Ramirez","There is a town in Maine where every story book character you've ever known is trapped between two worlds, victims of a powerful curse. Only one knows the truth and only one can break the spell.

Emma Swan is a 28-year-old bail bonds collector who has been supporting herself since she was abandoned as a baby. Things change for her when her son Henry, whom she abandoned years ago, finds her and asks for her help explaining that she is from a different world where she is Snow White's missing daughter."
Blindspot,2015.0,7.377,https://www.themoviedb.org/tv/62710,https://image.tmdb.org/t/p/w500/4AeYzamQmd9Fa6hawDmYKbdvBSe.jpg,"Crime, Drama, Action & Adventure",Martin Gero,"Jaimie Alexander, Sullivan Stapleton, Audrey Esparza, Ashley Johnson, Ennis Esmer","A vast international plot explodes when a beautiful Jane Doe is discovered naked in Times Square, completely covered in mysterious, intricate tattoos with no memory of who she is or how she got there. But there's one tattoo that is impossible to miss: the name of FBI agent Kurt Weller, emblazoned across her back. ""Jane,"" Agent Weller and the rest of the FBI quickly realize that each mark on her body is a crime to solve, leading them closer to the truth about her identity and the mysteries to be revealed."
Keeping Up with the Kardashians,2007.0,7.376,https://www.themoviedb.org/tv/14814,https://image.tmdb.org/t/p/w500/nddXOC8wYpIDv7giLzjjqIg8WDA.jpg,Reality,"Eliot Goldberg, Ryan Seacrest","Kris Jenner, Kourtney Kardashian Barker, Kim Kardashian, Khloé Kardashian, Kendall Jenner","A peek inside the exploits and privileged private lives of the blended Kardashian-Jenner family, including sisters Kim, Kourtney and Khloé."
Highway to Heaven,1984.0,7.374,https://www.themoviedb.org/tv/2440,https://image.tmdb.org/t/p/w500/fR7BcK3UzQqpX7Earp10nPHitZF.jpg,"Family, Drama, Sci-Fi & Fantasy","Michael Landon, William F. Claxton","Michael Landon, Victor French, David Ackroyd, H. Richard Greene",A probationary angel is sent back to Earth to team up with an ex-cop and help people.
Who's the Boss?,1984.0,7.373,https://www.themoviedb.org/tv/634,https://image.tmdb.org/t/p/w500/uZjNwfCNi6lX3jmYAxHB1DUuqcB.jpg,Comedy,Blake Hunter,"Tony Danza, Judith Light, Alyssa Milano, Danny Pintauro, Katherine Helmond","A former professional baseball player, along with his preteen daughter, moves into New York advertising executive Angela Bower's house to be both a housekeeper and a father figure to her young son. Tony 's laid-back personality contrasts with Angela's type-A behavior."
Marvel Studios Legends,2021.0,7.369,https://www.themoviedb.org/tv/114695,https://image.tmdb.org/t/p/w500/EpDuYIK81YtCUT3gH2JDpyj8Qk.jpg,"Documentary, Action & Adventure, Sci-Fi & Fantasy",Not specified,Not specified,"Revisit the epic heroes, villains and moments from across the MCU in preparation for the stories still to come. Each dynamic segment feeds directly into the upcoming series — setting the stage for future events. This series weaves together the many threads that constitute the unparalleled Marvel Cinematic Universe."
"Please Put Them On, Takamine-san",2025.0,7.369,https://www.themoviedb.org/tv/276880,https://image.tmdb.org/t/p/w500/mN5yLKKW89XomkKE9hFEjsaww3s.jpg,"Animation, Comedy","Ryyfly, CaptainSP","Yurika Kubo, Daisuke Kasuya, Sumire Uesaka, Miyu Tomita","Student council president Takane Takamine is a popular star student. On the other hand, Koushi Shirota doesn't have many friends. That all changes when Koushi accidentally discovers Takane's ability to go back in time and alter past actions just by changing her lingerie. After some pestering, Koushi agrees to help Takane and be her closet, by having spare lingerie on hand."
Basilisk,2005.0,7.367,https://www.themoviedb.org/tv/9410,https://image.tmdb.org/t/p/w500/oqLJUgkLjL7FK3NdSpnG7NZHPva.jpg,"Animation, War & Politics, Action & Adventure, Sci-Fi & Fantasy",Not specified,"Inori Minase, Reina Ueda, Tasuku Hatanaka, Yui Horie, Takuya Kirimoto","The story takes place in the year 1614. Two ninja clans, Tsubagakure of the Iga and Manjidani of Kouga, battle each other to determine which grandson of Tokugawa Ieyasu will become the next shogun. The deadly competition between 10 elite ninja from each clan unleashes a centuries-old hatred that threatens to destroy all hope for peace between them."
The Outsider,2020.0,7.367,https://www.themoviedb.org/tv/84661,https://image.tmdb.org/t/p/w500/aMiPwPQjQI1EZN3xP2V0sSU37dc.jpg,"Drama, Mystery, Crime",Richard Price,"Ben Mendelsohn, Cynthia Erivo, Bill Camp, Jeremy Bobb, Julianne Nicholson","When an insidious supernatural force edges its way into a seemingly straightforward investigation into the gruesome murder of a young boy, it leads a seasoned cop and an unorthodox investigator to question everything they believe in."
King of the Hill,1997.0,7.365,https://www.themoviedb.org/tv/2122,https://image.tmdb.org/t/p/w500/e2xyMapmYgv4AuSoSDv9Y4pQlD6.jpg,"Animation, Comedy, Family","Greg Daniels, Mike Judge","Mike Judge, Kathy Najimy, Pamela Adlon, Stephen Root, Toby Huss","Set in Texas, this animated series follows the life of propane salesman Hank Hill, who lives with his overly confident substitute Spanish teacher wife Peggy, wannabe comedian son Bobby, and naive niece Luanne. Hank has conservative views about God, family, and country, but his values and ethics are often challenged by the situations he, his family, and his beer-drinking neighbors/buddies find themselves in."
The League,2009.0,7.364,https://www.themoviedb.org/tv/31497,https://image.tmdb.org/t/p/w500/2l9lrTVG0BxU7zqsf5UQ1g4AbBH.jpg,Comedy,"Jeff Schaffer, Jackie Marcus Schaffer","Mark Duplass, Stephen Rannazzisi, Nick Kroll, Paul Scheer, Jon Lajoie",The League is an American sitcom and semi-improvised comedy about a about a fantasy football league and its members and their everyday lives.
Urusei Yatsura,1981.0,7.363,https://www.themoviedb.org/tv/34163,https://image.tmdb.org/t/p/w500/bs0Q5TMYVUTNXCPbuPBNylzqrxk.jpg,"Animation, Comedy, Sci-Fi & Fantasy, Drama",Not specified,"Toshio Furukawa, Fumi Hirano, Akira Kamiya, Saeko Shimazu, Kazuko Sugiyama","The invasion of an alien race known as the Oni begins a new life for Ataru Moroboshi, a lecherous trouble-making tenth grader in the small town of Tomobiki. After unwittingly proposing to the Oni princess Lum Invader instead of his sweetheart Shinobu, Ataru becomes a conduit for aliens arriving on Earth, causing all sorts of havoc for him and his companions, not to mention his own reputation!"
UNTAMED,2025.0,7.36,https://www.themoviedb.org/tv/248852,https://image.tmdb.org/t/p/w500/tclYY8RGieQwkJXDxZGf505Zybr.jpg,"Mystery, Drama","Mark L. Smith, Elle Smith","Eric Bana, Sam Neill, Rosemarie DeWitt, Lily Santiago, Wilson Bethel","In the vast expanse of Yosemite National Park, a woman's death draws a federal agent into lawless terrain — where nature obeys no rules but its own."
A Killer Paradox,2024.0,7.358,https://www.themoviedb.org/tv/202783,https://image.tmdb.org/t/p/w500/i2yYZGT2If8XcCZS9ASF1g13MiT.jpg,"Crime, Comedy, Mystery, Drama","Lee Chang-hee, Kim Da-min","Choi Woo-shik, Son Suk-ku, Lee Hee-jun","When one accidental killing leads to another, an ordinary young man finds himself stuck in an endless cat-and-mouse chase with a shrewd detective."
Entourage,2004.0,7.358,https://www.themoviedb.org/tv/1940,https://image.tmdb.org/t/p/w500/kLKP8zrArBtBboGz3qJOuMGC7rL.jpg,"Comedy, Drama",Doug Ellin,"Kevin Connolly, Adrian Grenier, Kevin Dillon, Jerry Ferrara, Jeremy Piven",Film star Vince Chase navigates the vapid terrain of Los Angeles with a close circle of friends and his trusty agent.
Great British Railway Journeys,2010.0,7.357,https://www.themoviedb.org/tv/32058,https://image.tmdb.org/t/p/w500/h9XrDjo4y8W816r1o6pBuCIrJqE.jpg,Documentary,Not specified,Michael Portillo,"Michael Portillo takes to the tracks with a copy of George Bradshaw's Victorian Railway Guidebook. Portillo travels the length and breadth of the country to see how the railways changed us, and what of Bradshaw's Britain remains."
New Girl,2011.0,7.356,https://www.themoviedb.org/tv/1420,https://image.tmdb.org/t/p/w500/8oCqMlKKomCArVtyOjRzMN6g40Z.jpg,Comedy,Elizabeth Meriwether,"Zooey Deschanel, Jake Johnson, Max Greenfield, Lamorne Morris, Hannah Simone","Jessica Day is an offbeat and adorable girl in her late 20s who, after a bad breakup, moves in with three single guys. Goofy, positive, vulnerable and honest to a fault, Jess has faith in people, even when she shouldn't. Although she's dorky and awkward, she's comfortable in her own skin. More prone to friendships with women, she's not used to hanging with the boys—especially at home."
CSI: NY,2004.0,7.351,https://www.themoviedb.org/tv/2458,https://image.tmdb.org/t/p/w500/4TGV4Bb3OPay4cHkQRlfwghv3vC.jpg,"Crime, Drama, Mystery","Anthony E. Zuiker, Ann Donahue, Carol Mendelsohn","Gary Sinise, Anna Belknap, Sela Ward, Carmine Giovinazzo, Hill Harper","Follow the investigations of a team of NYPD forensic scientists and police officers identified as ""Crime Scene Investigators""."
Dating Naked UK,2024.0,7.346,https://www.themoviedb.org/tv/262469,https://image.tmdb.org/t/p/w500/tWHl9QaUaz4sKEUk1qCaGqQDARq.jpg,Reality,Not specified,Rylan Clark,"In the pursuit of love, 10 singles take the brave steps of stripping off before entering a daring, dating experience. Unclothed they must begin to get to know each other, before their connections are put at risk."
"Beverly Hills, 90210",1990.0,7.342,https://www.themoviedb.org/tv/2025,https://image.tmdb.org/t/p/w500/b7BYfkhu653D894krwGO1ysIKTf.jpg,"Drama, Soap","Aaron Spelling, Darren Star","Jennie Garth, Ian Ziering, Luke Perry, Brian Austin Green, Vincent Young","Follow the lives of a group of teenagers living in the upscale, star-studded community of Beverly Hills, California and attending the fictitious West Beverly Hills High School and, subsequently, the fictitious California University after graduation."
The Saint,1962.0,7.34,https://www.themoviedb.org/tv/4333,https://image.tmdb.org/t/p/w500/zwNVpAJkE4Gu1jv922IH7GOQlen.jpg,"Action & Adventure, Crime, Drama, Mystery",Leslie Charteris,Roger Moore,"Simon Templar is The Saint, a handsome, sophisticated, debonair, modern-day Robin Hood who recovers ill-gotten wealth and redistributes it to those in need."
Dawson's Creek,1998.0,7.338,https://www.themoviedb.org/tv/2327,https://image.tmdb.org/t/p/w500/arT93dBemanftfWTcf9I0JRIlxU.jpg,"Drama, Soap",Kevin Williamson,"James Van Der Beek, Katie Holmes, Michelle Williams, Joshua Jackson, Kerr Smith",Dawson's Creek is an American teen drama that portrays the fictional lives of a close-knit group of teenagers through high school and college.
Countdown,2025.0,7.338,https://www.themoviedb.org/tv/256317,https://image.tmdb.org/t/p/w500/gcSNS5cy1iOmYawIdJCzoc873rQ.jpg,"Crime, Mystery",Derek Haas,"Jensen Ackles, Jessica Camacho, Eric Dane, Violett Beane, Uli Latukefu","When an officer with the Department of Homeland Security is murdered in broad daylight, LAPD detective Mark Meachum is recruited to a secret task force, alongside undercover agents from all branches of law enforcement, to investigate. But the hunt for the killer soon uncovers a plot far more sinister than anyone could have imagined, kicking off a race against time to save a city of millions."
Yarichin Bitch Club,2018.0,7.337,https://www.themoviedb.org/tv/99466,https://image.tmdb.org/t/p/w500/lz9FZVmb4zoy6L9of47atKz8uAE.jpg,"Animation, Comedy",Not specified,"Yuki Ono, Yusuke Kobayashi, Takuya Sato, Ayumu Murase, Masahiro Yamanaka","First-year Toono transfers from Tokyo to the all-boys boarding school deep in the mountains, ""Mori Moori Private School."" The friendly Yaguchi who calls out to him becomes his only friend, but his dislike of sports makes him join the most laid-back looking photography club instead of Yaguchi's soccer club. However, the photography club is in name only and is actually nicknamed the ""Yarichin Bitch Club,"" filled with colorful seniors. In contrast to the troubled Toono, Kajima, who joined the club at the same time, is completely unphased and even slips a confession to Toono into the confusion. Toono himself thinks Yaguchi is cute, but Yaguchi finds himself blushing around Kajima and stuff happens. Furthermore, complications arise between the seniors…"
Alvinnn!!! and The Chipmunks,2015.0,7.336,https://www.themoviedb.org/tv/64572,https://image.tmdb.org/t/p/w500/9s8yTj7UzE45qMFr3BLHGDq7nwG.jpg,"Animation, Comedy, Family, Kids",Janice Karman,"Justin Long, Matthew Gray Gubler, Jesse McCartney, Christina Applegate, Anna Faris","Everyone's favorite chipmunks -- Alvin, Simon and Theodore -- are back in this computer-animated version of the classic animated series. The brothers are famous rock stars who tour around the world with their best friends, the Chipettes."
Gangnam B-Side,2024.0,7.336,https://www.themoviedb.org/tv/218631,https://image.tmdb.org/t/p/w500/4aeXrl8cSzUt8FHjqsHyoyZUox3.jpg,"Crime, Drama, Mystery",Not specified,"Jo Woo-jin, Ji Chang-wook, Ha Yoon-kyung, BIBI, Jeong Jae-kwang","When Jaehee, a top call girl at a club in Gangnam, goes missing, Detective Kang Dongwoo returns to crack the case. Prosecutor Min Seojin aims to rise in rank, while the notorious pimp, Yoon Gilho becomes a prime suspect. They unravel a web of secrets and connections behind the case."
Girlfriends,2000.0,7.333,https://www.themoviedb.org/tv/2398,https://image.tmdb.org/t/p/w500/buFnsyWEg4pPR7dco5Vbsm6HCIY.jpg,"Drama, Comedy",Mara Brock Akil,"Tracee Ellis Ross, Golden Brooks, Persia White, Reggie Hayes, Khalil Kain","The series revolves around the friendship of four African-American women in different phases of their lives. They explore the many trials and tribulations that most women face today such as relationships, family, friends and other current issues that will interest most women. Whether it’s getting over a divorce, finding a career, or looking for true love, Girlfriends delivers along with comedy and wit."
Hot in Cleveland,2010.0,7.331,https://www.themoviedb.org/tv/32294,https://image.tmdb.org/t/p/w500/oSd0I8hc62W8xZVCOpZvRXS90Ty.jpg,Comedy,Suzanne Martin,"Valerie Bertinelli, Jane Leeves, Wendie Malick, Betty White","Three fabulous, eccentric, LA best friends of a certain age have their lives changed forever when their plane unexpectedly lands in Cleveland and they soon rediscover themselves in this new ""promised land."""
Monster: The Ed Gein Story,2025.0,7.329,https://www.themoviedb.org/tv/286801,https://image.tmdb.org/t/p/w500/iDHzRALtZCzHVmx7uyjTTKvMAPB.jpg,"Drama, Crime",Ian Brennan,"Charlie Hunnam, Suzanna Son, Vicky Krieps, Laurie Metcalf","The shocking true-life tale of Ed Gein, the infamous murderer and grave robber who inspired many of Hollywood's most iconic on-screen killers."
Gundam Build Fighters,2013.0,7.326,https://www.themoviedb.org/tv/60667,https://image.tmdb.org/t/p/w500/k8EBZ63k2fOfQNRJWpyqFxcQTZI.jpg,"Animation, Comedy, Sci-Fi & Fantasy, Kids, Family",Not specified,"Kazumi Togashi, Yuma Uchida, Yui Makino, Ryo Hirohashi, Aya Endo","Sei Iori is a Gunpla builder whose family runs a hobby shop in a small town. He aspires to be a Gunpla Battle champion like his father, but despite his exceptional building skills, he lacks the combat abilities to compete with other contestants. Then one day, he meets a mysterious boy named Reiji, who helps him improve his confidence in participating in Gunpla Battles. Together, Sei and Reiji battle their way to the 7th Gunpla Battle World Tournament."
Survivor,2000.0,7.322,https://www.themoviedb.org/tv/14658,https://image.tmdb.org/t/p/w500/1usR1nanbDvnc0LJlWd5TOylT9M.jpg,Reality,"Charlie Parsons, Mark Burnett",Jeff Probst,"A reality show contest where sixteen or more castaways split between two or more “Tribes” are taken to a remote isolated location and are forced to live off the land with meager supplies for roughly 39 days. Frequent physical challenges are used to pit the tribes against each other for rewards, such as food or luxuries, or for “Immunity”, forcing the other tribe to attend “Tribal Council”, where they must vote off one of their players."
The Naked Director,2019.0,7.321,https://www.themoviedb.org/tv/90955,https://image.tmdb.org/t/p/w500/nbeRva0jrmJAvRflXAe89CbD3Kg.jpg,"Comedy, Drama",Not specified,"Takayuki Yamada, Shinnosuke Mitsushima, Misato Morita, Tetsuji Tamayama, Tokio Emoto","Follows the rise of Tooru Muranishi, one of Japan's most notorious directors of adult video.  Adapted from a biography of the man, this series depicts the character, his art, vision and his interactions with the approving and disapproving folk around him."
Barney Miller,1975.0,7.318,https://www.themoviedb.org/tv/3253,https://image.tmdb.org/t/p/w500/wfrcuXAlgbPyUenIbCONhICH23h.jpg,Comedy,"Danny Arnold, Theodore J. Flicker","Hal Linden, Max Gail, Ron Glass, Ron Carey, Steve Landesberg","Barney Miller is an American situation comedy television series set in a New York City police station in Greenwich Village. The series originally was broadcast from January 23, 1975 to May 20, 1982 on ABC. It was created by Danny Arnold and Theodore J. Flicker. Noam Pitlik directed the majority of the episodes."
Dark Desire,2020.0,7.311,https://www.themoviedb.org/tv/105214,https://image.tmdb.org/t/p/w500/uxFNAo2A6ZRcgNASLk02hJUbybn.jpg,"Mystery, Drama",Leticia López Margalli,Not specified,"Married Alma spends a fateful weekend away from home that ignites passion, ends in tragedy and leads her to question the truth about those close to her."
Abandoned Engineering,2017.0,7.308,https://www.themoviedb.org/tv/73693,https://image.tmdb.org/t/p/w500/2lsIWLcDIkg3f0vRnXpGsh4okzN.jpg,Documentary,Not specified,Tom Ward,"These are some of the most spectacular examples of abandoned engineering the world has ever known. The series explores how and why they were built, consider the financial and social costs of their failure and examine the environmental and ecological impacts. The series also explores how experts came up with plans to make something beautiful or useful from the ruins."
Mom,2013.0,7.305,https://www.themoviedb.org/tv/49011,https://image.tmdb.org/t/p/w500/kIi3T7X0kmiV9vGDme146P2d979.jpg,"Comedy, Drama","Gemma Baker, Eddie Gorodetsky, Chuck Lorre","Allison Janney, Jaime Pressly, Mimi Kennedy, Kristen Johnston, Beth Hall","Aan irreverent and outrageous take on true family love‐and dysfunction. Newly sober single mom Christy struggles to raise two children in a world full of temptations and pitfalls. Testing her sobriety is her formerly estranged mother, now back in Christy's life and eager to share passive-aggressive insights into her daughter's many mistakes."
Private Eyes,2016.0,7.304,https://www.themoviedb.org/tv/66599,https://image.tmdb.org/t/p/w500/yPt9IuY2D8g6Lpwh8O8wCDixzt9.jpg,"Crime, Drama, Comedy","Tim Kilby, Shelley Eriksen","Jason Priestley, Cindy Sampson, Barry Flatman, Jordyn Negri",Ex-pro hockey player Matt Shade irrevocably changes his life when he teams up with fierce P.I. Angie Everett to form an unlikely investigative powerhouse.
Johnny Bravo,1997.0,7.302,https://www.themoviedb.org/tv/2405,https://image.tmdb.org/t/p/w500/obbdeoOk8XSXzJrWGiBbaeMMSMl.jpg,"Animation, Comedy, Family",Van Partible,"Jeff Bennett, Brenda Vaccaro, Mae Whitman, Tom Kenny","Johnny Bravo tells the story of a biceps-bulging, karate-chopping free spirit who believes he is a gift from God to the women of the earth. Unfortunately for Johnny, everyone else sees him as a narcissistic Mama's boy with big muscles and even bigger hair. In short, he is the quintessential guy who 'just doesn't get it.' No matter what he does, or where he finds himself, he always winds up being his own worst enemy."
Early Edition,1996.0,7.301,https://www.themoviedb.org/tv/1716,https://image.tmdb.org/t/p/w500/uycL5H5ir0ckyyt17FXZAuSQU4p.jpg,"Sci-Fi & Fantasy, Drama, Comedy","Patrick Q. Page, Vik Rubenfeld, Ian Abrams","Kyle Chandler, Shanésia Davis",Gary Hobson thinks he may even be losing his mind when tomorrow's newspaper mysteriously arrives today giving him a disconcerting look into the future. What will he do with tomorrow's news?
Percy Jackson and the Olympians,2023.0,7.3,https://www.themoviedb.org/tv/103540,https://image.tmdb.org/t/p/w500/cb0XT1bjgim8wB2WuOEge8CXnGS.jpg,"Action & Adventure, Sci-Fi & Fantasy, Drama, Family","Rick Riordan, Jonathan E. Steinberg","Walker Scobell, Leah Sava Jeffries, Aryan Simhadri, Charlie Bushnell, Dior Goodjohn","Percy Jackson is on a dangerous quest. Outrunning monsters and outwitting gods, he must journey across America to return Zeus's master bolt and stop an all-out war. With the help of his friends Annabeth and Grover, Percy's journey will lead him closer to the answers he seeks: how to fit into a world where he feels out of place, and who he's destined to be."
Torchwood,2006.0,7.3,https://www.themoviedb.org/tv/424,https://image.tmdb.org/t/p/w500/8fxK9SMaKvQMI4a4VAclf2qEtpD.jpg,"Sci-Fi & Fantasy, Action & Adventure, Drama",Russell T Davies,"John Barrowman, Eve Myles, Alexa Havins, Mekhi Phifer, Bill Pullman","The exploits of a team of people whose job is to investigate the unusual, the strange and the extraterrestrial."
Z Nation,2014.0,7.3,https://www.themoviedb.org/tv/61345,https://image.tmdb.org/t/p/w500/gXfeDMkEcHoYBvtkbU11g3F81b.jpg,"Mystery, Action & Adventure, Drama","Karl Schaefer, Craig Engler","Keith Allan, Kellita Smith, Anastasia Baranova, Nat Zang, Russell Hodgkinson","Three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood."
No One Saw Us Leave,2025.0,7.3,https://www.themoviedb.org/tv/246027,https://image.tmdb.org/t/p/w500/zZjZNhYWwRgyyJyYqBpU02uV4ja.jpg,Drama,"Tamara Trottner, María Camila Arias","Tessa Ía, Natasha Dupeyrón, Emiliano Zurita, Juan Manuel Bernal, Flavio Medina","A mother faces stigma and a painful separation when her husband takes their children abroad, forever changing her life."
Eurovision Song Contest,1956.0,7.3,https://www.themoviedb.org/tv/28032,https://image.tmdb.org/t/p/w500/kG2UO5pT91NckAe3tS6WrgxOB3P.jpg,"Reality, Family, Talk",Not specified,"Hazel Brugger, Sandra Studer","The Eurovision Song Contest is an international song competition, organised annually by the European Broadcasting Union (EBU) and featuring participants representing primarily European countries. Each participating country submits an original song to be performed on live television and radio, transmitted to national broadcasters via the EBU's Eurovision and Euroradio networks, with competing countries then casting votes for the other countries' songs to determine the winner."
The Lord of the Rings: The Rings of Power,2022.0,7.3,https://www.themoviedb.org/tv/84773,https://image.tmdb.org/t/p/w500/kf5Hz70tjNAHg4swGDzOr9BfoZ1.jpg,"Action & Adventure, Sci-Fi & Fantasy, Drama","John D. Payne, Patrick McKay","Charlie Vickers, Morfydd Clark, Robert Aramayo, Charles Edwards, Owain Arthur","Beginning in a time of relative peace, we follow an ensemble cast of characters as they confront the re-emergence of evil to Middle-earth. From the darkest depths of the Misty Mountains, to the majestic forests of Lindon, to the breathtaking island kingdom of Númenor, to the furthest reaches of the map, these kingdoms and characters will carve out legacies that live on long after they are gone."
